Max Workers Value: 20,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 178.7468,Fitness: 1321.253,Value Changing: Workers,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 275.4287,Fitness: 1224.571,Value Changing: Workers,
Max Workers Value: 20,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: -1,Time to end: 319.61,Fitness: -819.61,Value Changing: Workers,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 233.8044,Fitness: 1266.196,Value Changing: Soldiers,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 135.3293,Fitness: 1364.671,Value Changing: Soldiers,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 137.4023,Fitness: 1362.598,Value Changing: Soldiers,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 500.2798,Fitness: 999.7202,Value Changing: Soldiers,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: -1,Time to end: 256.9657,Fitness: -756.9657,Value Changing: Refineries,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 500.3435,Fitness: 999.6565,Value Changing: Refineries,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 2,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: -1,Time to end: 387.7481,Fitness: -887.7481,Value Changing: Refineries,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 500.0123,Fitness: 999.9877,Value Changing: Barracks,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 3,Target Gold Value: 500,Did we win: 1,Time to end: 205.4874,Fitness: 1294.513,Value Changing: Barracks,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 500,Did we win: 1,Time to end: 500.3667,Fitness: 999.6333,Value Changing: Barracks,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 3,Target Gold Value: 500,Did we win: -1,Time to end: 386.1685,Fitness: -886.1686,Value Changing: Barracks,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 500,Did we win: 1,Time to end: 204.6865,Fitness: 1295.313,Value Changing: TargetGold,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 450,Did we win: 1,Time to end: 169.0269,Fitness: 1330.973,Value Changing: TargetGold,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: -1,Time to end: 310.2192,Fitness: -810.2192,Value Changing: TargetGold,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 450,Did we win: 1,Time to end: 184.1227,Fitness: 1315.877,Value Changing: TargetGold,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: -1,Time to end: 408.5608,Fitness: -908.5608,Value Changing: TargetGold,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 450,Did we win: -1,Time to end: 447.7086,Fitness: -947.7086,Value Changing: Workers,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: 1,Time to end: 201.3519,Fitness: 1298.648,Value Changing: Workers,
Max Workers Value: 18,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: -1,Time to end: 496.1387,Fitness: -996.1387,Value Changing: Workers,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: -1,Time to end: 341.9892,Fitness: -841.9893,Value Changing: Soldiers,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: -1,Time to end: 500.0162,Fitness: -1000.016,Value Changing: Soldiers,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: 1,Time to end: 202.0324,Fitness: 1297.968,Value Changing: Soldiers,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: -1,Time to end: 438.5338,Fitness: -938.5338,Value Changing: Soldiers,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: -1,Time to end: 500.0577,Fitness: -1000.058,Value Changing: Refineries,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 3,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: -1,Time to end: 500.0125,Fitness: -1000.013,Value Changing: Refineries,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: 1,Time to end: 271.9182,Fitness: 1228.082,Value Changing: Refineries,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 1,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: -1,Time to end: 500.2252,Fitness: -1000.225,Value Changing: Refineries,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 2,Target Gold Value: 400,Did we win: -1,Time to end: 350.4975,Fitness: -850.4976,Value Changing: Barracks,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 1,Target Gold Value: 400,Did we win: -1,Time to end: 257.5946,Fitness: -757.5946,Value Changing: Barracks,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 0,Target Gold Value: 400,Did we win: -1,Time to end: 336.6827,Fitness: -836.6827,Value Changing: Barracks,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 1,Target Gold Value: 400,Did we win: -1,Time to end: 500.6826,Fitness: -1000.683,Value Changing: Barracks,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 0,Target Gold Value: 400,Did we win: -1,Time to end: 316.9521,Fitness: -816.9521,Value Changing: TargetGold,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 0,Target Gold Value: 350,Did we win: -1,Time to end: 388.1393,Fitness: -888.1393,Value Changing: TargetGold,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 0,Target Gold Value: 400,Did we win: -1,Time to end: 500.3768,Fitness: -1000.377,Value Changing: TargetGold,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 0,Target Gold Value: 350,Did we win: -1,Time to end: 363.1744,Fitness: -863.1744,Value Changing: Workers,
Max Workers Value: 18,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 0,Target Gold Value: 350,Did we win: -1,Time to end: 500.3387,Fitness: -1000.339,Value Changing: Workers,
Max Workers Value: 19,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 0,Target Gold Value: 350,Did we win: -1,Time to end: 373.5417,Fitness: -873.5417,Value Changing: Workers,
Max Workers Value: 18,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 0,Target Gold Value: 350,Did we win: -1,Time to end: 285.9409,Fitness: -785.9409,Value Changing: Workers,
Max Workers Value: 17,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 0,Target Gold Value: 350,Did we win: -1,Time to end: 254.5502,Fitness: -754.5502,Value Changing: Workers,
Max Workers Value: 16,Max Soldier Value: 13,Max Refineries Value: 2,Max Barracks Valeu: 0,Target Gold Value: 350,Did we win: -1,Time to end: 260.5147,Fitness: -760.5148,Value Changing: Workers,
