Max Workers Value: 20,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 363.155,Fitness: 1136.845,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: -1,Time to end: 500.1707,Fitness: -1000.171,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 18,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: -1,Time to end: 502.2943,Fitness: -1002.294,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 17,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 461.1183,Fitness: 1038.882,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 16,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 222.6165,Fitness: 1277.384,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 15,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 212.7224,Fitness: 1287.278,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 14,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 271.4037,Fitness: 1228.596,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 13,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 236.8106,Fitness: 1263.189,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 12,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 142.8343,Fitness: 1357.166,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 11,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 500.1619,Fitness: 999.8381,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 10,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 239.5399,Fitness: 1260.46,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 9,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 219.5461,Fitness: 1280.454,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 8,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 339.0287,Fitness: 1160.971,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 7,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 186.1444,Fitness: 1313.856,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 6,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 275.7269,Fitness: 1224.273,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 5,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 188.7691,Fitness: 1311.231,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 4,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 500.8469,Fitness: 999.1531,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 3,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 226.3674,Fitness: 1273.633,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 2,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 228.2344,Fitness: 1271.766,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 1,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 238.3653,Fitness: 1261.635,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 0,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 237.875,Fitness: 1262.125,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: -1,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 350.2831,Fitness: 1149.717,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: -2,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 230.795,Fitness: 1269.205,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: -3,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 181.0009,Fitness: 1318.999,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: -4,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: -1,Time to end: 258.7311,Fitness: -758.7311,Value Changing: Workers,Increasing By Random: 0,
