Max Workers Value: 20,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 214.9881,Fitness: 1285.012,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 242.9308,Fitness: 1257.069,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 20,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: -1,Time to end: 500.7004,Fitness: -1000.7,Value Changing: Workers,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 500.2982,Fitness: 999.7018,Value Changing: Soldiers,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 37,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: -1,Time to end: 500.3361,Fitness: -1000.336,Value Changing: Soldiers,Increasing By Random: 1,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 214.994,Fitness: 1285.006,Value Changing: Soldiers,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 14,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: -1,Time to end: 500.209,Fitness: -1000.209,Value Changing: Soldiers,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 3,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 235.0291,Fitness: 1264.971,Value Changing: Refineries,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 2,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 213.0625,Fitness: 1286.938,Value Changing: Refineries,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 1,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 338.8356,Fitness: 1161.164,Value Changing: Refineries,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 2,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: -1,Time to end: 478.7615,Fitness: -978.7615,Value Changing: Refineries,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 1,Max Barracks Valeu: 35,Target Gold Value: 500,Did we win: 1,Time to end: 192.3316,Fitness: 1307.668,Value Changing: Barracks,Increasing By Random: 1,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 1,Max Barracks Valeu: 34,Target Gold Value: 500,Did we win: -1,Time to end: 500.0923,Fitness: -1000.092,Value Changing: Barracks,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 1,Max Barracks Valeu: 4,Target Gold Value: 500,Did we win: 1,Time to end: 416.2337,Fitness: 1083.766,Value Changing: Barracks,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 1,Max Barracks Valeu: 3,Target Gold Value: 500,Did we win: 1,Time to end: 270.0285,Fitness: 1229.972,Value Changing: Barracks,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 1,Max Barracks Valeu: 2,Target Gold Value: 500,Did we win: 1,Time to end: 336.2541,Fitness: 1163.746,Value Changing: Barracks,Increasing By Random: 0,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 1,Max Barracks Valeu: 3,Target Gold Value: 1077,Did we win: 1,Time to end: 209.9316,Fitness: 1290.068,Value Changing: TargetGold,Increasing By Random: 1,
Max Workers Value: 19,Max Soldier Value: 15,Max Refineries Value: 1,Max Barracks Valeu: 3,Target Gold Value: 1027,Did we win: 1,Time to end: 265.1068,Fitness: 1234.893,Value Changing: TargetGold,Increasing By Random: 0,
